Article,Sentence_en,Claim,Sentence
The energy industry should be nationalized,She learns that in the worldwide energy industry - including wind and solar - nuclear power has by far the fewest deaths per terawatt-hour generated.,FALSE,"Sie lernt, dass in der weltweiten Energiebranche - einschließlich Wind und Solar - nukleare Macht bei weitem die geringsten Todesfälle pro Terawattstunde generiert."
The energy industry should be nationalized,"To meet this ever-growing demand, energy industries of the 21st century need an entirely new infrastructure that produces more energy at a lower cost, uses energy far more efficiently, improves the security of supply by relying more on domestic and stable sources, and produces far fewer greenhouse gas emissions.",FALSE,"Um diese ständig wachsende Nachfrage zu erfüllen, benötigen die Energiebranche des 21. Jahrhunderts eine völlig neue Infrastruktur, die mehr Energie zu niedrigeren Kosten erzeugt, Energie effizienter nutzt, verbessert die Versorgungssicherheit, indem er sich mehr auf häusliche und stabile Quellen verlassen und produziert Weit weniger Treibhausgasemissionen."
The energy industry should be nationalized,"However, the exploitation of energy resources has been slow due to a shortage of capital and domestic political constraints.",FALSE,Die Nutzung von Energieressourcen ist jedoch aufgrund eines Mangels an Kapital- und inländischen politischen Einschränkungen langsamer.
We should prohibit hydraulic fracturing,He believes shale fracking should not be opposed by environmentalists and that top-down measures are ineffective at reducing environmental harm.,TRUE,"Er glaubt, dass der Sheen-Fracking nicht von Umweltschützern entgegengesetzt sein sollte, und dass sich die Oberflächenmaßnahmen unwirksam sind, um Umweltschäden zu verringern."
We should prohibit hydraulic fracturing,Skavdahl entertained arguments that the regulative authority for hydraulic fracturing should rest with the EPA instead of the Bureau of Land Management.,FALSE,"Skavdahl unterhielt Argumente, dass die regulative Behörde für hydraulische Frakturing mit dem EPA anstelle des Bureau of Land Management ruhen sollte."
We should prohibit hydraulic fracturing,"Proponents are more optimistic that hydraulic fracturing will act as a bridge towards the development of other sources of renewable energy, decreasing the need for coal and oil consumption.",TRUE,"Die Befürworter sind optimistischer, dass hydraulische Frakturing als Brücke zur Entwicklung anderer Quellen erneuerbarer Energien fungiert, was den Bedarf an Kohle- und Ölverbrauch verringert."
We should prohibit hydraulic fracturing,"The final report concluded simply that hydraulic fracturing ""poses little or no threat to drinking water"".",TRUE,"Der abschließende Bericht, der einfach geschlossen wurde, dass hydraulische Frakturierung ""wenig oder keine Bedrohung des Trinkwassers aufwirft""."
We should prohibit hydraulic fracturing,"In 2011, Bath and North East Somerset Council voiced concerns that hydraulic fracturing could contaminate Bath's famous hot springs.",TRUE,"Im Jahr 2011 stimmte Bath and North East Somerset Council Bedenken, dass hydraulische Frakturierung die berühmten heißen Quellen des Bades kontaminieren könnten."
We should prohibit hydraulic fracturing,"In July 2013 UK Prime Minister David Cameron had claimed that, ""fracking has real potential to drive energy bills down"".",TRUE,"Im Juli 2013 hatte der Großbritannien Premierminister David Cameron behauptet, ""Fracking hat ein echtes Potenzial, Energierechnungen niederzulassen""."
We should prohibit hydraulic fracturing,They believe fracking will have inevitable negative effects on the local environment and its amenity value.,TRUE,"Sie glauben, dass das Fracking unvermeidliche negative Auswirkungen auf die lokale Umgebung und ihren Astlichkeitswert haben wird."
We should prohibit hydraulic fracturing,"Focusing on the town of Kroonvale, Jorritsma contends that fracking could disrupt local water supplies, destabilizing local economic practices and forcing the abandonment of significant cultural practices.",TRUE,"Die Fokussierung auf die Stadt Kroonvale stammt aus der Stadt Kroonvale, dass Fracking lokale Wasserlieferungen stören kann, um lokale Wirtschaftspraktiken destabilisieren und die Aufgabe erheblicher kultureller Praktiken zu zwingen."
We should prohibit hydraulic fracturing,Republicans argued that proposed federal regulations related to fracking would add too much red tape.,FALSE,"Republikaner argumentierten, dass die vorgeschlagenen Bundesvorschriften im Zusammenhang mit Fracking zu viel rotes Klebeband hinzufügen würden."
We should prohibit hydraulic fracturing,"Since 2011, the possibility that hydraulic fracturing might make the Monterey Shale productive over large areas has gained widespread public attention.",TRUE,"Seit 2011 hat die Möglichkeit, dass die hydraulische Frakturierung den Monterey-SHALE produktiv über große Bereiche ermöglichen könnte, weit verbreitet öffentliche Aufmerksamkeit."
We should prohibit hydraulic fracturing,"Until that decision, the EPA deemed that hydraulic fracturing did not fall under the rules in the Safe Drinking Water Act.",FALSE,"Bis zu diesem Beschluss ergab sich die EPA, dass die hydraulische Frakturierung nicht in die Regeln des sicheren Trinkwassergesetzes fiel."
We should prohibit hydraulic fracturing,Since 2012 there has been discussion whether fracking should be regulated at the state or federal level.,FALSE,"Seit 2012 wurde diskutiert, ob Fracking auf dem Staat oder der Bundesniveau reguliert werden sollte."
We should prohibit hydraulic fracturing,"A 2004 EPA study concluded that fracking injection in coalbed methane wells ""posed little or no threat to drinking water;"" the study has since been contraverted.",TRUE,"Eine EPA-Studie von 2004 kam zu dem Schluss, dass die Fracking-Injektion in Kohlenstoff-Methan-Wells ""wenig oder keine Bedrohung für das Trinken des Wassers stellte;"" Die Studie wurde seitdem umgestrdet."
We should prohibit hydraulic fracturing,"Nocera argues that, because fracking has been widely adopted, ""the responsible approach is not to wish it away, but to exploit its benefits while straightforwardly addressing its problems"".",TRUE,"Nocera argumentiert, dass, weil Fracking weit verbreitet ist, ""der verantwortungsbewusste Ansatz ist, es nicht davonzunehmen, sondern seine Vorteile zu nutzen, während es unkompliziert seine Probleme anspricht""."
We should prohibit hydraulic fracturing,A 2012 guidance for pediatric nurses in the US said that hydraulic fracturing had a potential negative impact on public health and that pediatric nurses should be prepared to gather information on such topics so as to advocate for improved community health.,TRUE,"Eine Richtlinie 2012 für pädiatrische Krankenschwestern in den USA sagte, dass hydraulische Frakturierung einen potenziellen negativen Einfluss auf die öffentliche Gesundheit hatte, und dass pädiatrische Krankenschwestern bereit sein sollten, Informationen zu diesen Themen zu sammeln, um sich für eine verbesserte Gesundheit der Gemeinschaft zu gewinnen."
We should prohibit hydraulic fracturing,"As early as 1987, researchers at the United States Environmental Protection Agency (EPA) expressed concern that hydraulic fracturing might contaminate groundwater.",TRUE,"Bereits 1987 äußerte Forscher in der Umweltschutzbehörde der Vereinigten Staaten (EPA), dass hydraulische Frakturierung Grundwasser verunreinigen könnte."
We should prohibit hydraulic fracturing,"Additionally, residents fear that hydraulic fracturing may result in groundwater contamination and other environmental and health problems.",TRUE,"Zusätzlich befürchten die Bewohner, dass die hydraulische Frakturierung zu Grundwasserverschmutzung und anderen Umwelt- und Gesundheitsproblemen führen kann."
We should prohibit hydraulic fracturing,"The same report concludes that in Europe, using hydraulic fracturing would have very little advantage in terms of competitiveness and energy security.",TRUE,"Derselbe Bericht kommt zu dem Schluss, dass in Europa die Verwendung von hydraulischen Frakturen in Bezug auf Wettbewerbsfähigkeit und Energiesicherheit sehr wenig Vorteil hat."
We should prohibit hydraulic fracturing,"Its critics argue that, by augmenting fossil fuel supply, fracking contributes to greenhouse gas emissions and global warming.",TRUE,"Seine Kritiker argumentieren, dass durch Augmentierende fossile Brennstoffversorgung Fracking zu Treibhausgasemissionen und globaler Erwärmung beiträgt."
We should prohibit hydraulic fracturing,"The regulations state that ""The associated hydraulic fracturing will not take place within protected groundwater source areas"".",FALSE,"Die Bestimmungen geben an, dass ""die damit verbundene hydraulische Frakturierung nicht innerhalb geschützter Grundwasserquellenbereiche erfolgt""."
We should prohibit hydraulic fracturing,"in 2013 he stated that he believes nuclear power, shale oil, and fracking for gas will meet the world's energy needs.",TRUE,"2013 erklärte er, er glaubt, dass er Atomkraft, Schieferöl und Fracking für Gas den Energiebedürfnis der Welt entsprechen."
We should prohibit hydraulic fracturing,But public concerns are much wider and it appears that public knowledge on hydraulic fracturing is rather good.,FALSE,"Öffentliche Bedenken sind jedoch viel breiter und es scheint, dass das öffentliche Wissen über hydraulische Frakturierung ziemlich gut ist."
We should prohibit hydraulic fracturing,"The industry group UKOOG criticised the ReFiNE study for failing to take into account that water for hydraulic fracturing fluid might be brought in by pipeline, instead of being transported by truck.",FALSE,"Die Branchengruppe Ukoog kritisierte die Verfeinerungsstudie, um nicht zu berücksichtigen, dass Wasser für hydraulische Frakturierungsflüssigkeit von der Pipeline gebracht werden kann, anstatt vom LKW transportiert zu werden."
We should prohibit hydraulic fracturing,"As the film was released, he said, ""Fracking is a great premise for real drama.",FALSE,"Wie der Film freigelassen wurde, sagte er, ""Fracking ist eine großartige Prämisse für echtes Drama."
We should prohibit hydraulic fracturing,A recent study by Stanford suggests that fracking has contaminated the entire ground water resource in the basin.,TRUE,"Eine kürzlich durchgeführte Studie von Stanford legt nahe, dass Fracking die gesamte Grundwasserressource im Becken kontaminiert hat."
We should prohibit hydraulic fracturing,It is hypothesized that hydraulic fracturing may not provide jobs to local communities due to the specialized nature of hydraulic fracturing tasks.,TRUE,"Es ist hypothesed, dass die hydraulische Frakturierung den lokalen Gemeinschaften aufgrund der spezialisierten Natur von hydraulischen Frakturierungsaufgaben nicht den lokalen Gemeinschaften erbringen darf."
We should prohibit hydraulic fracturing,"After the earthquake, several websites speculated about whether hydraulic fracturing (fracking) for natural gas production could have caused or contributed to the quake.",TRUE,"Nach dem Erdbeben spekulierten mehrere Websites, ob hydraulische Frakturierung (Fracking) für die Erdgasproduktion zum Beben verursacht oder beigetragen werden könnten."
We should prohibit hydraulic fracturing,"Groat led a study at the University of Texas Energy Institute, presented at a February 2012 meeting of the American Association for the Advancement of Science, that ""found no evidence that hydraulic fracturing.. had contaminated shallow groundwater.""",TRUE,"Groat führte eine Studie an der University of Texas Energy Institute an der University of Texas Energy Institute, die auf einem Treffen der American Association der American Association der Wissenschaft vorgelegt wurde."
We should prohibit hydraulic fracturing,"Section 7.4 of the report ""concluded that the injection of hydraulic fracturing fluids into coalbed methane wells poses little or no threat to USDWs and does not justify additional study at this time.""",TRUE,"Abschnitt 7.4 des Berichts ""Schlussfolgerte, dass die Injektion hydraulischer Frakturierungsflüssigkeiten in kohlensäurehaltige Methangewächse wenig oder keine Bedrohung für USDWs darstellt und zu diesem Zeitpunkt keine zusätzliche Studie rechtfertigt."""
We should prohibit hydraulic fracturing,"And I think that's the best approach, because right now, there are places where fracking is going on that are not sufficiently regulated.""",FALSE,"Und ich denke, das ist der beste Ansatz, denn gerade gibt es Orte, an denen Fracking nicht ausreichend reguliert ist. """
We should prohibit hydraulic fracturing,The study's conclusion that the injection of hydraulic fracturing fluids into coalbed methane wells posed a minimal threat to underground drinking water sources may have influenced the 2005 Congressional decision that hydraulic fracturing should continue to be regulated by the states and not under the federal Safe Drinking Water Act.,FALSE,"Die Schlussfolgerung des Studiums, dass die Injektion von hydraulischen Frakturierungsflüssigkeiten in Kohlenstoff-Methan-Wells eine minimale Bedrohung für unterirdische Trinkwasserquellen darstellt, hat möglicherweise die Kongressentscheidung von 2005 beeinflusst, die die hydraulische Frakturierung von den Staaten weiter reguliert werden sollte, und nicht unter dem föderalen sicheren Trinkwassergesetz ."
We should prohibit hydraulic fracturing,"Some Texas residents think fracking is using too much of their groundwater, but drought and other growing uses are also part of the causes of the water shortage there.",TRUE,"Einige Texas-Einwohner denken, dass Fracking zu viel von ihrem Grundwasser verwendet, aber Dürre und andere wachsende Anwendungen sind auch Teil der Ursachen des Wassermangels."
We should prohibit hydraulic fracturing,"Considering the body forces do to water diffusing into shale pores, he showed that hydraulic fracture must branch laterally, and determined their spacing inversely, based on gas production observations.",FALSE,"In Anbetracht der Körperkräfte zu Wasser, das in den Schieferporen diffundiert, zeigte er, dass hydraulische Fraktur seitlich verzweigen muss, und ermittelte ihren Abstand umgekehrt, basierend auf Gasherstellungsbeobachtungen."
We should prohibit hydraulic fracturing,"The report noted that hydraulic fracturing has a low risk for inducing earthquakes that can be felt by people, but underground injection of wastewater produced by hydraulic fracturing and other energy technologies has a higher risk of causing such earthquakes.",TRUE,"Der Bericht stellte fest, dass hydraulische Frakturing ein geringe Risiko für die Induzierung von Erdbeben hinweg hat, die von Menschen empfunden werden können, aber die unterirdische Injektion von Abwasser, die durch hydraulische Frakturierung erzeugt werden, und andere Energietechnologien haben ein höheres Risiko, solche Erdbeben zu verursachen."
We should prohibit hydraulic fracturing,The company continues to deny that hydraulic fracturing was involved.,FALSE,"Das Unternehmen leugnet weiter, dass hydraulische Frakturierung beteiligt war."
We should prohibit hydraulic fracturing,The United Kingdom's regulatory framework is based on the conclusion that the risks associated with hydraulic fracturing are manageable if carried out under effective regulation and if operational best practices are implemented.,TRUE,"Der regulatorische Rahmenbedingungen des Vereinigten Königreichs basiert auf dem Schluss, dass die mit hydraulischen Frakturing verbundenen Risiken, wenn sie unter wirksamer Regulierung verbunden sind, und wenn operative Best Practices umgesetzt werden."
We should prohibit hydraulic fracturing,"Another 2013 review found that hydraulic fracturing technologies are not free from risk of contaminating groundwater, and described the controversy over whether the methane that has been detected in private groundwater wells near hydraulic fracturing sites has been caused by drilling or by natural processes.",TRUE,"Eine weitere 2013-Bewertung stellte fest, dass hydraulische Frakturationstechnologien nicht frei von der Risiko des kontaminierenden Grundwassers sind, und beschreibt die Kontroverse darüber, ob das in privaten Grundwasserbrunnen, der in der Nähe von hydraulischen Frakturierstellen, durch Bohren oder durch natürliche Prozesse ermittelt wurde."
We should prohibit hydraulic fracturing,It has been predicted that exposure to chemicals in hydraulic fracturing fluid will increase as gas wells using this technology proliferate.,FALSE,"Es wurde vorhergesagt, dass die Exposition gegenüber Chemikalien in hydraulischer Frakturierungsflüssigkeit mit dieser Technologie mit dieser Technologie zunehmen wird."
We should prohibit hydraulic fracturing,"For these reasons, fracking needs to be banned not just regulated.",TRUE,Aus diesen Gründen muss Fracking nicht nur geregelt sein.
We should prohibit hydraulic fracturing,The EPA found scientific evidence that hydraulic fracturing activities can impact drinking water resources.,TRUE,"Die EPA fand wissenschaftliche Beweise dafür, dass hydraulische Frakturierungsaktivitäten Trinkwasserressourcen auswirken können."
We should prohibit hydraulic fracturing,Research suggests that hydraulic fracturing wells have an adverse impact on agricultural productivity in the vicinity of the wells.,TRUE,"Die Forschung legt nahe, dass hydraulische Frakturierungsbrunnen eine negative Auswirkungen auf die landwirtschaftliche Produktivität in der Nähe der Wells haben."
We should prohibit hydraulic fracturing,"Interviewed on the Today programme, he rejected the suggestion that fracking was highly unpopular but when challenged was unable to name a single village which supported it.",FALSE,"Befragt im heutigen Programm, lehnte er den Vorschlag ab, dass Fracking sehr unbeliebt war, aber wenn herausgefordert wurde, konnte ein einziges Dorf nicht nennen, der es unterstützt hat."
We should prohibit hydraulic fracturing,"While analysis suggested that the increase is ""almost certainly man-made"", the USGS noted: ""USGS's studies suggest that the actual hydraulic fracturing process is only very rarely the direct cause of felt earthquakes.""",TRUE,"Während die Analyse deutete, dass der Anstieg ""fast sicher mann fertig ist"", erklärt die USGS: ""USGS-Studien deuten darauf hin, dass der eigentliche hydraulische Frakturierungsprozess nur sehr selten die direkte Ursache für Filzdüsen ist."""
We should prohibit hydraulic fracturing,"When the fracking slurry is mixed, it needs to be thin enough to make it easier to pump.",FALSE,"Wenn die Fracking-Aufschlämmung gemischt ist, muss es dünn genug sein, um das Pumpen einfacher zu machen."
We should prohibit hydraulic fracturing,"In this case, extending a hydraulic fracture deeper into the reservoir will allow higher production rates to be achieved.",TRUE,"In diesem Fall erlaubt eine tiefere Hydraulikfraktur in den Reservoir, dass höhere Produktionsraten erzielt werden."
We should prohibit hydraulic fracturing,A 2011 study by Congressional Democrats and reporting by the New York Times that same year found that hydraulic fracturing had resulted in significant increases of radioactive material including radium and carcinogens including benzene in major rivers and watersheds.,TRUE,"Eine Studie von 2011 von den Congressional-Demokraten und der Berichterstattung durch die New York Times, auf dem sich das selben Jahr herausfand, dass hydraulischer Frakturing zu erheblichen Anstieg von radioaktivem Material führte, einschließlich Radium und Karzinogene, einschließlich Benzol in großen Flüssen und Gewässern."
We should prohibit hydraulic fracturing,"Lastly, because 40% of the plants found in the Karoo are unique to the regions, there are concerns that fracking could threaten the biodiversity of the region.",TRUE,"Denn 40% der in der Karoo gefundenen Pflanzen sind für die Regionen einzigartig, es gibt Bedenken, dass Fracking die Biodiversität der Region bedrohen könnte."
We should prohibit hydraulic fracturing,"For these reasons, hydraulic fracturing is under international scrutiny, restricted in some countries, and banned altogether in others.",TRUE,"Aus diesen Gründen ist hydraulische Frakturierung unter internationaler Prüfung, in einigen Ländern eingeschränkt und in anderen insgesamt verboten."
We should prohibit hydraulic fracturing,stating that an independent review of the circumstances surrounding the fracking study had found weaknesses in the University's ethics regulations.,FALSE,"In Anbetracht dessen, dass eine unabhängige Überprüfung der Umstände der Fracking-Studie Schwachstellen in den Ethikvorschriften der Universität gefunden hatte."
We should prohibit hydraulic fracturing,Determining which fracking technique is appropriate for well productivity depends largely on the properties of the reservoir rock from which to extract oil or gas.,FALSE,"Bestimmen, dass die Fracking-Technik für die Produktivität geeignet ist, hängt weitgehend von den Eigenschaften des Reservoir-Gesteins ab, von dem Öl oder Gas extrahiert werden."
We should ban gambling,"Critics argue that gambling would not only damage the islands' security and environment, but also increase the cost of living.",TRUE,"Kritiker argumentieren, dass das Glücksspiel nicht nur die Sicherheit und das Umfeld der Inseln schädigen würde, sondern auch die Lebenshaltungskosten erhöhen."
We should ban gambling,"By affirming that gambling could not be regulated by states (unless state law prohibited all forms of gambling), the Court opened the door for the Native American gaming industry.",FALSE,"Indem das Spielen bestätigt, dass das Glücksspiel nicht von Staaten geregelt werden konnte (es sei denn, das staatliche Recht hat alle Formen des Glücksspiels verboten), eröffnete das Gericht die Tür für die heimatesteamerikanische Gaming-Industrie."
We should ban gambling,He summarized that gambling addicts had a fear of dying and included a treatment plan that included repaying gambling debts.,FALSE,"Er fasste zusammen, dass Spielsüchtige eine Angst vor dem Sterben hatten und einen Behandlungsplan aufzog, der die Rückzahlung von Glücksspielschulden einbezogen hatte."
We should ban gambling,"Stern stated that ""[the] ban on gambling is absolute, and in my view it is too absolute, too harsh and was not particularly well-enforced over the years"".",TRUE,"Heck erklärte, dass ""das Verbot des Glücksspiels absolut ist, und meiner Meinung nach ist es zu absolut, zu hart und war im Laufe der Jahre nicht besonders gut durchgesetzt""."
We should ban gambling,"They asserted that gambling triggers addictive behaviors, and therefore, by legalizing gambling, more youth will be exposed to the addiction of gambling.",TRUE,"Sie behaupteten, dass Glücksspiele süchtig machende Verhaltensweisen auslöst, und daher durch die Legalisierung von Glücksspielen, wird mehr Jugendliche der Sucht des Glücksspiels ausgesetzt."
We should ban gambling,"Furthermore, the Court held that the gambling chips were not property but ""merely an accounting mechanism to evidence debt.""",FALSE,"Darüber hinaus stellte der Gerichtshof fest, dass die Glücksspielchips nicht Eigentum waren, sondern ""lediglich ein Bilanzierungsmechanismus zur Beweise von Schulden""."
We should ban gambling,"U.S. Senator Dianne Feinstein (D-CA) expressed opposition in 2003, citing concerns that ""off-reservation gambling"" would be a strain on local resources, aggravate traffic congestion and increase crime.",FALSE,"US-Senator Dianne Feinstein (D-CA) exprimierte im Jahr 2003 einen Widerstand, zitierte Bedenken, dass ""Off-Reserving-Glücksspiele"" eine Belastung der lokalen Ressourcen sein würde, die Verkehrsstauung verschlimmern und das Verbrechen erhöhen."
We should ban gambling,"However, on November 10, 2014, a Texas district judge ruled that historical wagering was illegal because it did not have approval of the State Legislature.",FALSE,"Am 10. November 2014 entschied jedoch ein Texas-Bezirksrichter, dass historisches Wetten illegal war, weil er nicht die Zustimmung der Staatsgesetzgeber hatte."
We should ban gambling,"He usually declares that gambling is ""evil"" right before he goes all in and loses his and others' money.",TRUE,"In der Regel erklärt er, dass das Glücksspiel ""böse"", bevor er alles geht, und verliert sein Geld und andere Geld."
We should ban gambling,The probability that the gambler will lose all n bets is qn.,FALSE,"Die Wahrscheinlichkeit, dass der Spieler alle n Wetten verliert, ist QN."
We should ban gambling,"He concludes that ""a gambler loses much more than he wins"".",TRUE,"Er schließt zu, dass ""ein Spieler viel mehr verliert, als er gewinnt""."
We should ban gambling,The claimants argued that gambling was a part of their distinct identity in a similar way as fishing and hunting.,TRUE,"Die Antragsteller argumentierten, dass das Glücksspiel ein Teil ihrer unterschiedlichen Identität auf ähnliche Weise wie Angeln und Jagd war."
We should ban gambling,His main caveat was that pure gambling by uninformed speculators could hurt the market's ability to reflect true values.,TRUE,"Sein Hauptbeamten war, dass das reine Glücksspiel von nichtformierten Spekulanten die Fähigkeit des Marktes verletzen könnte, wahre Werte zu reflektieren."
We should ban gambling,Other speakers said that the gambling ships would be great for the city because they would bring in tax revenues and tourism that would help the cities economy.,TRUE,"Andere Referenten sagten, dass die Glücksspielschiffe für die Stadt großartig wären, weil sie Steuererlöse und Tourismus einbringen würden, der der Wirtschaft der Städte helfen würde."
We should ban gambling,"On discovery, Richard cautions him that the gang of gamblers might be prone to committing crime.",TRUE,"Bei der Entdeckung stellt Richard ihm vor, dass die Bande der Spieler dazu neigen könnte, Verbrechen zu begehen."
We should ban gambling,"Richard knows that gambling is an illicit pastime and that he is breaking the law, but is compelled to take his seat at the table by his employer.",TRUE,"Richard weiß, dass das Glücksspiel ein illegaler Zeitvertreib ist, und dass er das Gesetz bricht, ist aber gezwungen, seinen Platz am Tisch von seinem Arbeitgeber zu nehmen."
We should ban gambling,"The perception is that the gambler will benefit from a winning streak or a ""hot hand"", while reducing losses while ""cold"" or otherwise having a losing streak.",FALSE,"Die Wahrnehmung ist, dass der Spieler von einem Siegstreifen oder einer ""heißen Hand"" profitieren wird, während die Verluste reduziert werden, während ""kalt"" oder auf andere Weise einen Verluststreifen haben."
We should ban gambling,Suppose that a gambler plays a slot machine that pays out with a probability of one in and plays it times.,FALSE,"Angenommen, ein Spieler spielt einen Spielautomaten, der mit einer Wahrscheinlichkeit von einem eingeht, und spielt es Zeiten."
We should ban gambling,"If the gambler has zero edge, i.e. if b = q / p, then the criterion recommends the gambler bets nothing.",FALSE,"Wenn der Spieler Null Edge hat, d. H. Wenn b = q / p ist, empfiehlt das Kriterium, dass der Gambler nichts wetten."
We should ban gambling,"In August 2006, the lawsuit was dismissed on the grounds that gambling was not a vested right.",FALSE,"Im August 2006 wurde die Klage auf den Grundlagen abgewiesen, dass das Glücksspiel nicht ein viertes Recht war."
We should ban gambling,"The Bill also set out guidelines stating that gambling will be unlawful in the UK unless granted a licence, permit or registration.",TRUE,"Die Rechnung stellte auch Richtlinien fest, die besagten, dass das Glücksspiel in Großbritannien rechtswidrig sein wird, es sei denn, eine Lizenz, Erlaubnis oder Registrierung."
We should ban gambling,The Supreme Court ruled that the Congressional purpose of penalizing intrastate gambling under the guise of imposing a tax did not violate the Constitution by infringing the police power reserved to the states.,FALSE,"Der Oberste Gerichtshof entschied, dass der kongresszielle Zweck der Bestrafung von intrastrastativem Glücksspiel unter der Guise der Erhebung einer Steuer nicht gegen die Verfassung, indem er die Polizeimacht verletzte, die den Staaten vorbehalten ist."
We should ban gambling,"In response to criticism, his office said that he wrote the letters because of his view that gambling is a local issue, falling under his long held support for federalism.",FALSE,"Als Reaktion auf die Kritik sagte sein Büro, dass er die Briefe wegen seiner Ansicht schrieb, dass das Glücksspiel ein lokales Thema ist und sich unter seiner längster Unterstützung für den Föderalismus fällt."
We should ban gambling,"It's a sad fact that gambling took everything from me.""",TRUE,"Es ist eine traurige Tatsache, dass das Glücksspiel alles von mir genommen hat. """
We should ban gambling,D'Amato believed that legalized gambling would be good for both the city and for those with businesses related to the entertainment industry.,TRUE,"D'Amato glaubte, dass das legalisierte Glücksspiele sowohl für die Stadt als auch für diejenigen, die mit der Unterhaltungsindustrie zusammenhängen, gut wäre."
We should ban gambling,The Tax Court held that the taxpayer's gambling was a business activity and allowed the deductions.,FALSE,"Das Steuergericht stellte fest, dass das Spiel des Steuerpflichtigen eine Geschäftstätigkeit war und den Abzug erlaubte."
We should ban gambling,"Stopping at a random time: suppose that the gambler has no other sources of revenue, and that the casino will not extend its customers credit.",FALSE,"Anhalten zu einer zufälligen Zeit: Angenommen, der Spieler hat keine anderen Einnahmenquellen, und dass das Casino seine Kunden nicht verlängern wird."
We should ban gambling,"If the other gambler had been callous, then he could certainly conclude: He did not want to be saved.",FALSE,"Wenn der andere Spieler schwielig war, könnte er sicherlich schließen: Er wollte nicht gerettet werden."
We should ban gambling,"For example, whether gambling is done on a computer or face-to-face does not affect whether or not it is pathological; a person with poor impulse control can lose sleep over a suspenseful novel or favorite television show or a computer game or the temptation to click on another web link.",FALSE,"Es ist zum Beispiel, ob das Glücksspiel auf einem Computer oder von Angesicht zu Angesicht erfolgt, nicht beeinflusst, ob er pathologisch ist oder nicht; Eine Person mit einem schlechten Impulskontrolle kann den Schlaf über eine spannende Roman- oder Lieblingsfernsehsendung oder ein Computerspiel oder ein Computerspiel oder die Versuchung verlieren, auf einen anderen Web-Link zu klicken."
We should ban gambling,"The tribe's spiritual leader, Walker Calhoun, said in 1995 that ""gambling would be the Cherokee's damnation."".",TRUE,"Der spirituelle Führer des Stammes, Wanderer Calhoun, sagte 1995, dass ""Glücksspiele die Verdammnis der Cherokee wäre."""
We should ban gambling,"Then, for large (such as a million) the probability that the gambler will lose every bet is approximately.",FALSE,"Für große (z. B. eine Million) die Wahrscheinlichkeit, dass der Spieler jede Wette verlieren wird, ist ungefähr."
We should ban gambling,"If Gamble A was less risky than Gamble B, it would follow that Gamble C was less risky than Gamble D (and vice versa), so, risk is not averted in this way.",FALSE,"Wenn Gamble A weniger riskant war als Gamble B, würde dies folgen, dass Gamble C weniger riskant war als Gamble d (und umgekehrt), so dass das Risiko auf diese Weise nicht abgewendet wird."
We should ban gambling,Some hopefuls think the gambling expansion will bring back live racing to the track.,FALSE,"Einige Hoffnungen denken, dass die Glücksspielerweiterung Live-Rennsport auf die Strecke bringen wird."
We should ban gambling,No telegram meant that the gambler was to bet on his opponent.,FALSE,"Kein Telegramm bedeutete, dass der Spieler auf seinen Gegner wetten sollte."
We should ban gambling,The difficulty of this problem stems from the fact that the gambler has no way of directly observing the reward of her actions.,FALSE,"Die Schwierigkeit dieses Problems stammt aus der Tatsache, dass der Spieler keine Möglichkeit hat, die Belohnung ihrer Handlungen direkt zu beobachten."
We should ban gambling,Replays however seem to show that: 1) Gamble had his jersey grabbed on this play which could have resulted in pass interference call and a consequent Ohio State first down.,FALSE,"Die Wiederholungen scheinen jedoch zu zeigen, dass: 1) Glücksspiel, das sein Trikot an diesem Spiel ergriff, was dazu führte, dass der Interferenzruf und einen daraus folgenden Ohio-Bundesstaat zuerst nachlässt."
We should ban gambling,"Yeomans strongly opposed the provincial government's late 1992 proposal to build a casino on the Notre Dame Island, arguing that organized gambling would result in increased criminal activity.",TRUE,"Yeomaner dagegen den späten 1992 der Provinzregierung, ein Casino auf der Insel Notre Dame zu bauen, um zu argumentieren, dass organisiertes Glücksspiel zu einer erhöhten kriminellen Tätigkeit führen würde."
We should ban gambling,"Other scholars have cautioned that comparing the symptoms of problematic gaming with problematic gambling is flawed, and that such comparisons may introduce research artifacts and artificially inflate prevalence estimates.",FALSE,"Andere Gelehrte haben darauf hingewiesen, dass das Vergleichen der Symptome eines problematischen Spiels mit problematischen Glücksspielen fehlerhaft ist, und dass solche Vergleiche Forschungsartefakte und künstlich aufblasene Prävalenzschätzungen einführen können."
We should ban gambling,"If the edge is negative (b < q / p) the formula gives a negative result, indicating that the gambler should take the other side of the bet.",FALSE,"Wenn die Kante negativ ist (b <q / p) gibt die Formel ein negatives Ergebnis, was darauf hinweist, dass der Spieler die andere Seite der Wette aufnehmen sollte."
We should ban gambling,"Schwarzlose said that gambling would continue to be practiced, and the state government should obtain a portion of the proceeds.",TRUE,"Schwarzlose sagte, dass das Glücksspielraum weiter praktiziert werden würde, und die staatliche Regierung sollte einen Teil des Erlöses erhalten."
We should ban gambling,Some critics of the bill argued that the exemption of horse racing wagering was an unfair loophole.,FALSE,"Einige Kritiker der Rechnung argumentierten, dass die Befreiung von Pferderennsportwetten eine unfaire Lücke war."
