Sentence,Claim,Article
"Der zweite wesentliche Schwerpunkt ist der Schutz des Menschen vor Zoonosen, das heißt: können Tiere den Menschen anstecken oder können Tiere als Modell für die Infektion des Menschen dienen, z.B.",True,
"Wenn man das genauer definieren möchte, dann heißt das von Tier auf den Menschen, Zooanthroponosen, oder von Menschen auf Tiere Anthropozoonosen.",False,
"Das heißt, heute kann fast jeder Punkt der Erde in sehr kurzer Zeit, und das ist das Tragische, innerhalb der Inkubationszeit der Erreger dann auch erreicht werden.",True,
"Wir konnten zudem sehen, dass bei histopathologischen Untersu-chungen nun doch eine Lungenbeeinträchtigung zu sehen war.",True,
Damit danke ich für die Aufmerksamkeit und geben den Staffelstab zurück an Herrn Stollorz.,False,
"Es gibt ja viele Systeme, wie Organoide, Zellkulturversuche, die zum Teil Tierversuche inzwischen ersetzen können oder auch neuere Assaymethoden.",True,
"Tierversuche haben den Zweck zu ermessen, welche groben Risiken auf den Menschen zukommen können und wir werden sicher miteinander diskutieren, dass sie dahingehend nicht allumfassend sind, trotz aller Versuche nicht alle Risiken erfasst werden können.",True,
"Tierversuche sind wirklich notwendig, weil sie damit einen besseren Schutz des Menschen vor der Erstanwendung erreichen.",True,
"Und das ist vielleicht noch ein letzter Punkt, den wir lernen müssen: Impfstoffe schützen vor der Krankheit.",True,
"Aber in der Tat ist es so, dass Tierversuche eben nun wirklich einen Vorteil haben, dass die Belas-tungsstudien gemacht werden können, das heißt direkt getestet werden kann, wie gut ist denn eine Impfant-wort bezogen auf den Schutz.",True,
"Dann kann man das tun, um dann auch die Information zu bekommen, dass getestet wird und das eventuell positiv getestet wird.",False,
"Und hier könnte man natürlich argumentieren: Um Schutz vor einer Infektion zu zeigen, brauchen sie keine Pathogenität am Tier.",True,
"Aber auf der anderen Seite ist bei sol-chen Tiermodellen für die Schutzwirkung ganz wichtig, wenn es irgendwie geht, in die Nähe auch der Vermeh-rung und der Pathologie am Menschen zu kommen.",True,
"Wie schaut es da mit den Tierversuchen zum Beispiel in Richtung möglicher Versuche an Altweltaffen aus, ist das erforderlich?",False,
"Dazu kommt aber bei den RNA-Impfstoffen einmal, dass wir eine Biodistribution sehen wollen.",True,
"Die Indizien weisen sehr deutlich darauf hin, dass der Erreger aus einem Fledermausreservoir stammt.",True,
"Und auch unsere Ergebnisse deuten darauf hin, dass Hamster genügende Mengen an infek-tiösem Virus ausscheiden, dass eine solche Aerosolinfektion möglich wäre.",True,
"Und da spielt eine große Rolle, dass man gute Tiermodelle hat, dass man in diesen Tiermodellen vielleicht auch eine gute Positivkontrolle hat, um sicher zu sein, dass die Messungen vernünftig sind, die man da macht.",True,
"Herr Mettenleiter, welche Frage brennt bei Ihnen derzeit besonders auf den Nägeln?",False,
Er ist ehemaliger Direktor des Zentrums für Kinder- und Jugendmedizin an der Universitätsmedizin Mainz und auch Mitglied der Ständigen Impfkommission (STIKO).,False,
"Wenn ich das richtig interpretiere, stand jetzt bei der Abwägung der Kinder eher das Individuum im Vordergrund, also das Kind oder die Jugendlichen im Vordergrund, weil die haben ja ein sehr geringes Risiko für schwere Verläufe und ein noch geringeres, überhaupt an COVID zu sterben.",True,
"Also ich glaube, was ganz wichtig ist, was man erst mal verstehen muss, ist das eine STIKO-Empfehlung nicht einfach das Weiterreichen einer Zulassung eines Impfstoffes ist, sondern der Impfstoff wird zugelassen im Prinzip aufgrund der Daten, die ein Impfstoffhersteller vorlegt in den Rahmenbedingungen, in denen er geprüft hat.",True,
"Er ist Direktor der Klinik und Poliklinik für Kinder und Jugendmedizin am Universitätsklinikum Carl Gustav Carus in Dresden und war in dieser Sache, der COVID-Impfung bei Kindern und Jugendlichen, auch externer Sachverständiger der STIKO – das sollte man an dieser Stelle dazusagen.",True,
"Das schließt jetzt nicht aus, dass das nicht auch vorkommen kann.",False,
"Also, ich glaube, die Kinderstudie jetzt, die vorgelegt worden ist, und die Grundlage der Zulassung war auch gut gemacht als Studie, das ist durchaus sehr professionell.",True,
"Ich glaube, dass insgesamt an der Wirksamkeit des Impfstoffes auch in dieser Gruppe kein Zweifel besteht, wenngleich man sagen muss, dass die Aussage, dass es so und so häufig COVID verhindert, dadurch ein bisschen eingeschränkt ist, dass ja bei den Kindern eben auch in der Studie kaum wirklich COVID-Fälle, jedenfalls nicht als nennenswerte Erkrankung, vorgekommen sind.",True,
"Aber das ist ja unabhängig davon, dass … Also, ich glaube, es gibt keinen Zweifel an der Wirksamkeit des Impfstoffes auch in dieser Altersgruppe.",True,
"Wie wichtig sind diese Daten bei den Kindern gewesen und hätte man auch sagen können, okay, die Efficacy-Daten sind sowieso nicht so aussagekräftig, wir gucken nur auf die Immunobridging-Daten, oder ist es auch notwendig, die Efficacy-Daten auch noch mal bei Kindern erhoben zu haben?",False,
"Können Sie die Situation in Österreich vielleicht noch einmal kurz erläutern, für die, die da nicht so versiert mit sind?",False,
Und eben aus den vielen genannten Gründen macht das jetzt aus evidenzbasierter Sicht eigentlich nicht wirklich sehr viel Sinn.,False,
"Ich denke nur, die STIKO, und das ist auch das Kompliment an die STIKO, hat sich wirklich genug Zeit genommen, diese Evidenz sorgfältig abzuwägen und nicht nur die Zulassungsstudie abzuwägen, sondern auch alle anderen Faktoren, die wesentlich sind.",True,
"Oh ja, Herr Mertens, ja, Sie werden ja auch gefragt: Hätten Sie sich auch für Deutschland gewünscht, dass die Politik nicht so vorprescht?",False,
"Es ist so, dass ganz offensichtlich manche Politiker sich gelegentlich über die STIKO ärgern.",True,
"Myokarditis kann sehr leicht verlaufen, dass man sie gar nicht spürt, sie kann aber auch so verlaufen, dass es in eine Herzinsuffizienz mündet, die nicht korrigierbar ist und zur Herztransplantation führt.",True,
"Es ist ja im Endeffekt kein Verbot oder so, aber es spricht die STIKO ja ohnehin glaube ich nicht aus, sondern eine Empfehlung.",True,
Könnten Sie das näher erläutern und erhoffen Sie sich eine Durchseuchung dieser Altersgruppe?,False,
Und das ist genau die Aufgabe bei klinischen Prüfungen.,False,
"Wir müssen da ein ganz besonderes Augenmerk auf die Sicherheit dieser Kinder richten, sodass, glaube ich, die ganzen Rahmenbedingungen – das macht es ja oft auch so schwierig, Kinderstudien zu machen – berücksichtigt werden müssen.",True,
"Bleiben Sie dabei, dass das minimal ist?",False,
"Aber die STIKO war der Ansicht und ist der Ansicht, dass dieser Unterschied nicht ausreichend ist, um daran eine ganze Empfehlung aufzuhängen.",True,
Und wie wird die STIKO die Lage weiter beobachten oder eben auch die evidenzbasierte Medizin?,False,
"Und insofern ist es völlig unfair und unsachgerecht, wenn man sagt: Die STIKO weiß ja selbst nicht, was sie will.",True,
Neuralink hat das Implantat auf tausend Elektroden praktisch geupgradet.,True,
"Sehen Sie denn die eigentliche Innovation von Neuralink möglicherweise darin, dass der Chip per Roboter implantiert wird – Neuralink demonstriert diesen OP-Roboter, der das in weniger als einer Stunde implantieren kann – und dabei das Infektionsrisiko möglicherweise geringer ist?",True,
"Oder im Parietalcortex, wo gewisse Bewegungssteuerungen vorgebahnt werden oder im präfrontalen Cortex.",False,
"Bitte aber auch unabhängig davon erstmal, um auch sehr genau den Review zu machen mit den technologischen Möglichkeiten, was geht da und was geht da nicht.",False,
"Oder wenn ich an sensorisches Feedback denke nach Amputation, um Prothesen zu steuern.",False,
"Ein Gedanke in dem Zusammenhang ist vielleicht, wenn unser Ziel wirklich ist, dass wir in unserer Generation Patienten, für die es bisher keine Therapien gibt, zum Beispiel bei einer Lähmung, helfen wollen, indem wir die Lernfähigkeit und Plastizität des Gehirns unterstützen, dann muss nicht zwangsläufig das kleinste System, das mikroskopisch einen kleinen Bereich des Gehirns abdeckt, das Beste sein.",True,
"Das heißt, wenn ich ganz, ganz, ganz, ganz viele Kontakte nebeneinander mache in ganz, ganz, ganz kleinem Abstand, könnte es auch sein, dass die Volumenleitfähigkeit des Gehirns dazu führt, dass irgendwie zehn oder 20 oder 50 Elektroden das gleiche Signal sehen.",True,
"Ja, und da würde ich ganz gern bei – das machen wir einfach alphabetisch – Herrn Janetzko anfangen und ihn bitten, mit seinem Eingangsstatement zu beginnen.",False,
"Und da glaube ich beobachtet zu haben, dass Social Bots so was wie ein Phantasiebeschleuniger sind.",True,
"Ein Phantasiebeschleuniger, sowohl was die utopische Spielart der Phantasie, wie auch, was die dystopische Spielart der Phantasie angeht.",False,
"Vielen Dank auch für die Einladung, auch dass Sie alle da sind.",False,
"Öffentlichkeit heißt, Menschen haben freien Zugang zu den Medien, haben freien Zugang, auch kostenlosen Zugang zu Informationen und eine Zensur beispielsweise, findet nicht statt.",True,
"Zensur ist eigentlich gar kein Problem, auch wenn einige Leute das anders sehen, aber eigentlich ist sie kein Problem, sondern das zu viel an Informationen ist das Problem.",True,
"Und mich würde mal interessieren, ist das jetzt eher eine Chance für Menschen, die Social Bots nutzen wollen, weil die quasi ein kleines Botnetz brauchen oder ist die Wirkung, die die dann entfalten auch so gering, dass es im Grunde genommen nicht weiter relevant ist, zum Beispiel für die Bundestagswahl?",False,
"Ich denke, dass wir natürlich generell im Web 2.0 eine Auflösung von Autoritäten erleben.",True,
"Ja also, wenn man sich durchliest, was über einen selbst in sozialen Netzwerken zum Teil geschrieben wird, oder auch über Kolleginnen und Kollegen, dann ist das natürlich.",False,
"Denn das Potential ist ja, dass, wenn diese Bots überhand nehmen in den sozialen Medien, dass die realen Personen einfach tatsächlich die Medien verlassen, weil sie selber eben nur den Kontakt zu realen Personen suchen.",True,
"Ist da eigentlich nicht die Implikation, dass soziale Medien viel mehr dafür machen müssten, das zu regulieren?",False,
Sie fragen nach konkreten Maßnahmen und da fällt mir tatsächlich nichts ein.,False,
"Aber ich finde eben schon, dass es eine wichtige Frage ist, die man tatsächlich bearbeiten muss, weil eben die Frage der Verrechtlichung des Zugangs zur Öffentlichkeit, beziehungsweise der Konstruktion von Öffentlichkeit, das muss eben ein demokratischer Rechtsstaat garantieren, oder muss ein vitales Interesse daran haben, dass die Konstruktion von Öffentlichkeiten erlaubt ist und dass sie gut funktioniert.",True,
"Ich habe nochmal eine ganz grundsätzliche Frage, weil ich das sehr schwierig finde.",False,
"Also das heißt, man kann feststellen, das Bots häufiger positive oder extrem positiv kommunizieren oder extrem negativ kommunizieren.",True,
"Letztlich hat Technologie sehr stark darauf hingewirkt, die Diversität der Biologie zu reduzieren.",True,
"Und jetzt besteht durch den Siegeszug des maschinellen Lernens die Hoffnung, dass wir adaptive Technolo-gien entwickeln können, die auch mit einer diversen Umwelt umgehen können, sodass mein Traum eigentlich ist, dass wir eine Zukunft entwickeln mit der Technologie, wo sich Maschinen und die Bedürfnisse von Mensch, Natur und Umwelt anpassen und nicht umgekehrt.",True,
"Wir müssen jetzt KI viel stärker mitdenken, damit wir diesen Aufschwung auch wissenschaftlich bekommen, weil dann, wie Herr Bethge ja schon gesagt hat, wir es mit den richtigen Umgebungen schaffen können, das Ganze auch in die Wirtschaft und damit auch in die Gesellschaft zu bringen und unser aller Wohlstand zu nähren.",True,
"Das macht mir eher ein bisschen Sorgen, weil das davon zeugt, dass wirklich nicht verstanden wird – bei einigen zumindest, ich sage nicht, dass das bei allen so ist – worum es in der KI-Forschung wirklich geht.",True,
Man muss natürlich eine Balance finden zwischen der Förderung von Exzellenz.,False,
"Ich habe mal die erste an Sie, Herr Bethge, Sie hatten ja in Ihrem Eingangsstatement davon gesprochen, dass Technik sich adaptiv und intelligent an den Menschen anpasst.",False,
"Da kam die Nachfrage, ob Sie da konkrete Beispiele nennen kön-nen, wo das genau gelingen kann, in welchen Bereichen das vielleicht wichtig ist.",False,
"Vielleicht kann ich da eine Sache ergänzen, weil wir selber ja bei den kognitiven Assistenzsystemen immer vor der Herausforderung stehen, zu sagen: Wenn wir künstliche Intelligenz als Werkzeug ansehen, was an den Menschen angepasst eine Assistenzleistung erbringt, dann ist immer die Frage, bis zu welchem Grad tatsäch-lich der Mensch den Werkzeugen vertrauen kann.",True,
"Da wurde das Stichwort Amazon und Cyber Valley genannt, vielleicht ist das auch etwas, wo Sie etwas zu sagen können, Herr Bethge.",False,
"Ich glaube, das Entscheidende sind die Ökosysteme, die wir schaffen.",True,
"Herr Krüger, an Sie habe ich direkt auch die nächste Frage.",False,
"Also: Ich finde es ja ganz toll, dass sowohl in Deutschland als auch in Europa – weil es auch die monetäre Hoffnung gab – gesagt wird: Jetzt wollen wir in Quantenrechner investie-ren.",True,
"Und als Bundesinstitut für Impfstoffe und biomedizinische Arzneimittel ist es unser Job, sehr früh zu beraten.",True,
"Wir haben damit angefangen, Immunantworten zu charakterisieren von Menschen, die mit diesem neuartigen Coronavirus infiziert worden sind.",True,
"Es hat verschiedene Studien gegeben, bei SARS-Impfstoffen, wo es dann nach einer viralen Infektion nach der Impfung zu erhöhten Leberwerten gekommen ist, und in anderen Fällen, man hat zum Beispiel in Frettchen gesehen, dass es stärkere Insinuationen der Lunge mit eosinophilen Zellen gibt.",True,
"Aber es ist sehr unwahrscheinlich, dass Impfstoff für die Bevölkerung erhältlich sein wird vor 2021.",True,
"Da müssen wir zusehen, dass wir Konzepte entwickeln und auch die Zulassung so weit treiben, dass beim nächsten Mal der Impfstoff zwar nicht am Tag des Ausbruchs da ist, aber zumindest in einer absehbaren Zeit von Wochen oder Monaten so weit vorangetrieben werden kann, dass wir schon ein bisschen Hilfe in einem Ausbruchsszenario durch Impfstoffe hätten.",True,
schnell hier durch bei den Teilnehmern.,False,
"Das ist eine Institution, die wurde 2017 gegründet, im Nachklang von dem Ebola-Virus Ausbruch, als man gemerkt hat, dass im Prinzip für viele große Impfstoffhersteller diese ""emerging viruses"" nicht so ein großes Interesse haben, weil die Zahl der Menschen, die damit geimpft werden können, zum Beispiel gegen Ebola ist relativ gering, so dass man im Prinzip die Entwicklungskosten niemals wieder rausbekommen wird, wenn man so einen Impfstoff macht.",True,
Um da nochmal Verbesserungen zu schaffen.,False,
"Denn es gibt keinen Grund zu glauben, dass zugelassene Impfstoffe nicht sicher verträglich und wirksam sind.",True,
"Grundsätzlich habe ich immer den Anspruch, dass ein Journalist im Grunde der Übersetzer ist für die wissenschaftlichen Dinge, die gehen, vielleicht die Wertung vornehmen kann.",True,
"Aber ein Argument auf Seiten der Virologie und eben auch von Ihnen ist, dass schnel-ler weitere Mutationen angehäuft werden, wenn der Schutz noch nicht optimal ist oder eben das Virus nach der ersten Dosis noch weitergegeben werden kann.",True,
"Wir sehen, dass nach einer Impfung für beide Impfstoffe – für Pfizer und Moderna – schon ein Impfschutz besteht.",True,
"Was das Problem sein könnte – und es ist schwierig zu quantifizieren, wie groß das Problem wirklich ist – ist: Wenn jemand niedrige Antikörper-Titer hat und dann infiziert wird und zwar keine Symptome entwickelt, aber das Virus für einige Zeit replizieren kann, dann können diese neutralisierenden Antikörper, die in einer geringen Anzahl vorhanden sind, für Varianten selektieren und das kann dazu führen, dass es zu Virusvarian-ten kommt, die resistenter gegen diese neutralisierenden Antikörper sind.",True,
"Wir haben wirklich sehr intensiv die ganzen Daten, die es gibt, auf den Prüfstand gestellt und diskutiert und sind dann als STIKO nach den Überlegungen, die ich angefordert hatte, zu dieser Entscheidung gekommen.",False,
"Ich wollte sagen, und das hat ja auch letztlich funktioniert: Die STIKO sind nicht die letzten, die solche Überlegungen anstellen oder von solchen Dingen erfahren und inso-fern ist es eigentlich keine Änderung meiner Meinung, sondern es ist nur dann das gemacht worden, was ich angekündigt hatte, nämlich die Überlegungen dazu.",True,
"Und dieses Antikörper-Argument ist ja durchaus ein immunologisches, was gerade kam, dass die Titer sehr schnell abfallen, dass man dann nochmal mit dem Booster drauf müsste, damit die Immunreaktion gut ist, viele neutralisierende Antikörper entstehen.",True,
"Und zwar, dass die Leute, die schon eine na-türliche Infektion hatten, quasi eine Booster-Impfung bekommen, also nur eine Dosis, weil sie ja schon einmal von einer natürlichen Infektion geprimed wurden.",False,
"Kann man das auch an niederpriortäre Menschen verimpfen, an Freunde, Familie wird hier gar gefragt.",False,
"Wir sehen das Problem momentan, dass in vielen Bundesstaaten nur 30 oder 40 Prozent der Impfstoffdosen, die eigentlich vorhanden sind, verimpft worden sind.",True,
"Hier kommen nochmal Nachfragen, Herr Krammer, vielleicht können Sie ein bisschen knackiger als die erste Ausführung am Anfang das nochmal erklären: Besteht die Gefahr, dass die britische Impfstrategie den Selekti-onsdruck erhöht und letztlich die Wirkung der Impfstoffe weltweit zerstört?",False,
Aber damit sie jetzt einmal akut beantwortet wird.,False,
"Wenn man zu niedrige Antikörperantworten hat, wie eben nach der ersten Impfung, ist die Wahrscheinlichkeit, dass das passiert, höher; wenn die Antikörperantworten wirklich hoch und solide sind, – also wieder Herr Dr. Mertens gesagt hat, zehn- oder zwanzigmal höher nach der zweiten Impfung – ist das Risiko geringer.",True,
"Danke, dass Sie sich die Zeit ge-nommen haben, auch zu Ihrer Uhrzeit in New York.",False,
Mit der fange ich auch gleich mal an das ist Professor Dr. Jeannette Erdmann.,False,
"Wir machen Genom-Medizin an den universitären Einrichtungen, aber eben nur für einen kleinen Teil der Patienten und das kann ja nicht wahr sein, dass wir quasi schon wieder eine zwei oder drei Klassen Medizin in dieser Richtung entwickeln.",True,
Und da kann man natürlich klare Präventions- und Therapie-Optionen entwickeln und das sollte man letztendlich doch wissen.,False,
"Würde das heißen, dass Sie sagen: Für die häufigen Volkskrankheiten, wo man viele, viele Risiko-Gene findet mit kleinen Effekten, dass das so bleiben wird, dass wir keine Prädiktion, die für das Individuum relevant ist, haben werden oder kann es sein, dass wir durch große Kohorten, die wir dann verfolgen, irgendwann, nicht heute, aber vielleicht später doch vorhersagen können wann und ob?",False,
"Bis die DFG gesagt hat ""Es reicht, wir verschlafen den Anschluss.""",False,
"Also ich glaube, man kann nicht sagen, dass es aufgrund der Genom-Medizin zu verstärkten Schwangerschaftsabbrüchen kommt.",True,
"Es gibt eine Forscherin in Amerika, die hat ihr Genom, also ihr identisches an fünf Firmen geschickt und alle fünf Firmen sind zu anderen Aussagen gekommen.",True,
"Aus eigener Erfahrung kann ich sagen, nachdem ich die Mutation gefunden habe, wo ich gedacht, das ist für meine Erkrankung verantwortlich.",False,
Also Prävention auch mit treffen kann und das sind einige wenige Stoffwechselerkrankung.,False,
Also die sogenannte biogeografische Her-kunft.,False,
"Und manch einer von Ihnen hat das vielleicht auch gehört: Da gibt es zum Beispiel von ein paar Wissenschaftlern aus Freiburg einen Offenen Brief und ich möchte mal den Schlusssatz zitieren: „Wer behauptet DNA-Analysen in der polizeilichen Ermittlungsarbeit seien einfach, trivial, zuverlässig, unproblematisch und eindeu-tig, und damit impliziert die Technik bedürfe keiner sozialen, ethischen und rechtlichen Eingren-zung, der irrt nicht nur, er handelt unverantwortlich.“  Also Sie merken schon: Es ist ein politisches Thema, aber es ist eben auch ein wissenschaftliches Thema.",True,
"2 Was aber viel wichtiger ist, das sind die Experten, die hier neben mir sitzen und die möchte Ihnen gerne ganz kurz vorstellen.",False,
Trotzdem kann die niederländische Praxis uns einiges sagen über die Effizienz und Auswirkung der deutschen Gesetzesinitiative.,True,
"Am liebsten eines, das – via Medien verbreitet – schnell zu der Verhaftung des Täters führt.",False,
"Es gibt auch wissenschaftliche Studien dazu, dass selbst Leute, die – also die meisten Studien in den USA – Laienrichterinnen und Laienrichter und Richterinnen und Richter selbst glauben, dass die eine DNA-Information wahrer ist oder besser oder stärker als andere Informationen.",True,
"Es ist nicht: Ja, das ist ein Treffer oder nicht.",False,
Herzlichen Dank Ihnen allen für die Input-Vorträge und dass Sie hier sind.,False,
"Und der dritte Punkt: Wir haben ja den Live-Stream, ich habe ihn schon kurz erwähnt.",False,
"Ich würde mal ganz kurz fragen, wer von Ihnen dreien hat eine Frage an Frau Prainsack, weil: Ich bekomme gerade den Zettel, dass Ihr Flug pünktlich ist.",False,
"Liegt es daran, dass ich irgendwie ganz viele bin – oder dass es von meinem Typ ganz viele gibt und Sie nicht eindeutig sagen können?",False,
"Sprich bei der Augenfarbe, ja, dass Sie dunkelbraune Augenfarbe gegen die blaue Augenfarbe [haben].",False,
"Aber bei der Vorhersage, wo ich da wirklich einen engeren Kreis von Tatverdächtigen suche, da muss ich mich auf Spuren beschränken, wo der Tatzu-sammenhang eindeutig klar ist.",True,
"Stattdessen werden die Preise für die DNA-Analyse immer weiter in den Keller getrieben durch öffentliche Ausschreibungen, ja, die dazu führen, dass man gar nicht mehr die Qualität liefern kann, die man gerne liefern möchte.",True,
"Und ich wollte nur sagen, dass: Ich finde es eigentlich sehr wichtig, dass diese Beschränkung da ist, weil es wirklich geht um die Privatsphäre von so vielen Menschen, dass die Polizei wirklich – weil wenn du von dieser Populationsgruppe ein 21 Teil davon bist, kann es wirklich sein, dass die Polizei hinter dich herkommt und dich recherchiert, vielleicht dein, deine Tasse mit Kaffee mitnimmt, damit da Proben abgenommen werden und sol-che Sachen.",True,
"Sie haben vorhin erwähnt, dass die Ermittlung der genetischen Herkunft ein sehr aufwändiges Verfahren ist, dass es sehr teuer ist, dass es sehr lange dauert, dass die Gutachten sehr aufwändig sind.",True,
"In welchem Zeitraum rechnen Sie damit, dass sich eine solche Automa-23 tisierung und Technisierung umsetzen lässt und wann, wie glauben Sie, dass man dem entgegen-wirken könnte?",False,
"Jetzt müssen wir wirklich zum Ende kommen, weil auch Herr Schneider zum Flughafen muss und schon in den Startlöchern sitzt.",False,
Deswegen noch ganz kurz die Info: Zumindest Frau M’charek und Herr Roewer sind noch hier.,False,
"Und wer es braucht, wen es interessiert: Es wird einen Audiomitschnitt geben.",False,
"Nun bleibt nur noch eins zu sagen: Ganz, ganz herzlichen Dank vor allem an die Experten und selbstverständlich an die Journalisten – und bleiben Sie neugierig.",False,
"Nun haben einige Fachgesellschaften kürzlich explizit nochmal darauf hingewiesen, dass die Befolgung der Leitlinie weiterhin auch bei aktuell niedrigen Infektionszahlen 2 dringend empfohlen wird.",True,
Gerade wenn jetzt mehr Menschen geimpft werden und Inzidenzen vielleicht am Ende auch für das Infektionsgeschehen nicht mehr die perfekte Maßzahl sind?,False,
"Und Ende Februar wies die Deut-sche Gesellschaft für Pädiatrische Infektiologie darauf hin, dass für Schulen oder auch Kitas eine gut durchdachte Teststrategie natürlich umgesetzt werden muss, weil 5 das massenhafte Schnelltesten zu vielen falsch-positiven führt und auch zur Diskri-minierung führen kann.",True,
"Das heißt also, je-der Erwachsene, der sich nicht impfen lassen möchte, muss auch mit bedenken, dass jede Impfung bei Erwachsenen eben auch dazu beiträgt, dass Infektionsgeschehen zu kontrollieren und das auch positiven Einfluss auf die Kinder hat.",True,
"Das ist oft schwierig zu bewerten, das heißt, das ist ein wichtiger Punkt.",False,
"Können Sie abschließend einmal kurz darstellen, was der entscheidende Vorteil einer PCR-Pooltestung gegenüber den Einzel-Schnelltests ist, vor allem auch in Bezug auf die Delta-Variante.",False,
"Es ist aber so, dass von der Validation, die wir gemacht haben, die Sensitivität und Spezifi-tät bei Zellebene-PCR-Untersuchungen ist, auch wenn es nur ein Lutschen an dem Abstrichtupfer und ein gepoolter Test ist, ist [die] als bei einem Antigen-Test.",True,
"Beim Antigen-Test ist der Vorteil, dass die Kinder direkt [das Ergebnis] erkennen können und dann auch direkt nach Hause [geschickt werden] können.",True,
"Was die epidemiologischen Auswir-kungen angeht, haben wir ja gerechnet – das steht ja in unserer Empfehlung und die Abbildung ist drin – dass es natürlich, wenn man die Kinder nicht impft, zu mehr In-fektionsfällen bei den Kindern kommt.",True,
"Das Problem der Myokarditis derzeit ist, dass wir nicht wissen, was für eine Myokarditis das wirklich ist.",True,
"Wenn wir als Analogie zu dieser Myokarditis die Virusmyokarditis heranziehen, also nehmen wir mal die bekannte Pichorner Virusmyokarditis, dann muss man schon sagen, dass die zwar akut vorbeigehen kann, dass sie aber die Gefahr in sich birgt, dass es nach längerer Zeit zu bestimmten Formen der Herzinsuffizienz kommt und auch zu Verän-derungen im Myokat, also im Herzmuskel, die man so schnell nach dieser ersten Ma-nifestation nicht erkennen kann.",True,
"Aber man muss auch sagen, dass es auch bei dieser Myokarditis-Form, wenn sie in der akuten Phase offenbar meist blande verläuft, ob die dann nochmal später zu strukturellen Schäden am Herzmuskel führt, die Frage kann man im Augenblick nicht beantworten.",True,
"Ich würde gerne die anderen auch noch bitten, nochmal zu sagen, was Ihnen jetzt besonders wichtig ist, was Sie glauben sind die wichtigsten Maßnahmen, um im Herbst zu ermöglichen, dass die Schulen wirklich dann auch nicht mehr geschlossen werden und die Infektionsgeschehen in den Schu-len auch gering gehalten werden können.",False,
"Ich finde es auch wichtig, dass die Schulen offen sein können und, dass man an anderer Stelle vielleicht nicht ganz so viel öffnet.",True,
"Lüftung war schon immer in Schulen wichtig und jetzt haben wir hoffentlich endlich durch Corona ge-lernt, dass es auch dafür wichtig ist, dass wir das einfach machen müssen in Schulen.",True,
"Herr Mertens, was glauben Sie, sind die wichtigsten Schritte, die jetzt gegangen wer-den müssen, damit das sichere Schulgeschehen gewährleistet werden kann?",False,
"Diese zwei Ansätze sind so gegensätzlich, dass sich doch die Frage stellt: Was ist nun eigentlich bereits bekannt über die Immunantwort gegen das Virus und wie sicher ist die Annahme, dass nach einer Infektion ein langanhaltender Immunschutz überhaupt aufgebaut werden kann?",False,
"Bitte achten Sie darauf, dass Sie die an alle Teilnehmer richten, so dass mein Kollege, der mich hier bei der Moderation unterstützt, die mir auch einspielen kann.",False,
"Der erste im Bunde, den ich hier vorstelle, ist Professor Jacob Nattermann.",False,
"Herr Nattermann arbeitet an natürlichen Killerzellen, die zum angeborenen Immunsystem gehören.",False,
"Das ist scheinbar bei den Kindern stärker ausgeprägt, da die Immunantwort früher kommt und da sich dann eine gewisse Korrelation findet mit dem Verlauf der Erkrankung, so dass man da schon vermuten kann, dass eine frühe inate Immunantwort durchaus eine wichtige Rolle spielt.",True,
"Zusammengenommen, glaube ich, ist das die Botschaft: Im Gegensatz zu Antikörpern – wie Sie angedeutet haben – die können teilweise verschwinden, bleiben T-Zellen erhalten, werden auch von der Vakzinierung mit induziert und lassen mich optimistisch sein, dass es gelingen kann, hier einen Schutz auch durch die Impfung zu erreichen.",True,
"Was mir wichtig ist an dieser Stelle, dass man einmal trennt: die natürliche Immunität gegen eine natürlich durchgemachte Infektion, die bei leichten Verläufen nur die Schleimhäute der oberen Atemwege betrifft, und einer Impfung, wo ja dieses Virus oder die RNA und was auch immer häufig in den Muskel eingebracht wird.",True,
"Gemeinsam mit Herrn Nattermann hatten wir eine Studie, dass man auch im Blut an Zellen des angeborenen Immunsystems Monozyten und Neutrophilen erkennen kann, dass ein Patient schwerer erkrankt.",True,
"Es gibt ja eine Studie, die auch bei SARS und MERS gezeigt hat, dass sie teilweise schon nach 15 Jahren immer noch eine aktive Immunantwort da war bei den Patienten, die diese schweren Infektionen durchlebt haben.",True,
"Es könnte schon sein, oder?",False,
"(Für mich) als Arzt, als Intensivmediziner ist das eine völlig absurde Vorstellung, dass ich jetzt hier den Tod von je nach Rechnungen dann bei rund 200, 300 tausend oder was Menschen aller Altersgruppen (riskiere) – das ist ja auch das, was Herr Sander sagt: wir sehen ja jetzt auch verstärkt, dass wir aktuell auch jüngere Patienten auf der Intensivstation haben.",True,
"Wir glauben, also zumindest ich, dass die primäre Infektion und die dann einsetzende natürliche Immunität: das ist wahrscheinlich mit milden Verläufen bei vielen (Menschen) assoziiert.",True,
"Ich weiß auch, die Studien sind natürlich auf Infektion ausgelegt, die Impfstudien, dass man sieht, wie viele werden infiziert?",False,
"Kann das helfen, resistenter zu werden oder sich ein bisschen zu schützen?",False,
"Aber es wird sehr, sehr häufig angefragt.",False,
"Ich glaube, dass ist für Coronaviren – wie es für fast alle Infektionskrankheiten der Fall ist–, dass wir dann ein ganz exaktes Korrelat für einen Immunschutz meistens nicht definieren können.",True,
